Borough,Neighbourhood,game,year,Ticket_sales,Net_sales,Income,SES,Education,MBSA,Population,jackpot_size
Etobicoke,Islington Avenue,Lotto 649,2012,450.40983606557376,2255.2841530054643,32917,0.785574716,10.27,0.675933726,33520,10366120.218579235
Etobicoke,Islington Avenue,Lotto 649,2013,454.6465753424658,2543.8630136986303,32917,0.785574716,10.27,0.675933726,33520,10890410.95890411
Etobicoke,Islington Avenue,Lotto 649,2014,347.41917808219176,2232.608219178082,32917,0.785574716,10.27,0.675933726,33520,8641095.89041096
Etobicoke,Islington Avenue,Lotto 649,2015,383.76164383561644,2456.4657534246576,32917,0.785574716,10.27,0.675933726,33520,14010958.90410959
Etobicoke,Islington Avenue,Lotto Max,2012,335.46448087431696,3013.401639344262,32917,0.785574716,10.27,0.675933726,33520,35483606.55737705
Etobicoke,Islington Avenue,Lotto Max,2013,260.87397260273974,2253.753424657534,32917,0.785574716,10.27,0.675933726,33520,27515068.493150685
Etobicoke,Islington Avenue,Lotto Max,2014,253.6054794520548,2186.2602739726026,32917,0.785574716,10.27,0.675933726,33520,28005479.452054795
Etobicoke,Islington Avenue,Lotto Max,2015,311.74520547945207,2759.219178082192,32917,0.785574716,10.27,0.675933726,33520,40539726.02739726
Etobicoke,Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens,Lottario,2012,107.70765027322405,351.775956284153,26699,-2.368041046,6.629368486,0.484898227,32581,448142.07650273223
Etobicoke,Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens,Lottario,2013,113.35342465753425,369.66027397260274,26699,-2.368041046,6.629368486,0.484898227,32581,486767.12328767125
Etobicoke,Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens,Lottario,2014,98.26849315068493,324.0904109589041,26699,-2.368041046,6.629368486,0.484898227,32581,386084.9315068493
Etobicoke,Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens,Lottario,2015,110.97260273972603,375.84383561643835,26699,-2.368041046,6.629368486,0.484898227,32581,494164.38356164383
Etobicoke,Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens,Lotto 649,2012,769.9972677595629,4068.754098360656,26699,-2.368041046,6.629368486,0.484898227,32581,10366120.218579235
Etobicoke,Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens,Lotto 649,2013,778.8328767123288,4314.002739726027,26699,-2.368041046,6.629368486,0.484898227,32581,10890410.95890411
Etobicoke,Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens,Lotto 649,2014,588.3890410958904,3830.227397260274,26699,-2.368041046,6.629368486,0.484898227,32581,8641095.89041096
Etobicoke,Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens,Lotto 649,2015,637.0958904109589,4153.232876712329,26699,-2.368041046,6.629368486,0.484898227,32581,14010958.90410959
Etobicoke,Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens,Lotto Max,2012,571.0737704918033,5238.852459016393,26699,-2.368041046,6.629368486,0.484898227,32581,35483606.55737705
Etobicoke,Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens,Lotto Max,2013,436.38904109589043,3812.082191780822,26699,-2.368041046,6.629368486,0.484898227,32581,27515068.493150685
Etobicoke,Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens,Lotto Max,2014,416.972602739726,3608.095890410959,26699,-2.368041046,6.629368486,0.484898227,32581,28005479.452054795
Etobicoke,Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens,Lotto Max,2015,502.90410958904107,4495.082191780822,26699,-2.368041046,6.629368486,0.484898227,32581,40539726.02739726
Etobicoke,Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West,Lottario,2012,68.98633879781421,239.9153005464481,39653,0.910094027,8.676577469,0.669982446,15302,448142.07650273223
Etobicoke,Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West,Lottario,2013,73.87397260273973,249.55068493150685,39653,0.910094027,8.676577469,0.669982446,15302,486767.12328767125
Etobicoke,Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West,Lottario,2014,67.75890410958904,235.38630136986302,39653,0.910094027,8.676577469,0.669982446,15302,386084.9315068493
Etobicoke,Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West,Lottario,2015,79.18904109589042,272.4986301369863,39653,0.910094027,8.676577469,0.669982446,15302,494164.38356164383
Etobicoke,Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West,Lotto 649,2012,534.6092896174863,2942.622950819672,39653,0.910094027,8.676577469,0.669982446,15302,10366120.218579235
Etobicoke,Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West,Lotto 649,2013,527.5232876712329,3223.7123287671234,39653,0.910094027,8.676577469,0.669982446,15302,10890410.95890411
Etobicoke,Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West,Lotto 649,2014,421.0602739726027,2957.7123287671234,39653,0.910094027,8.676577469,0.669982446,15302,8641095.89041096
Etobicoke,Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West,Lotto 649,2015,484.9095890410959,3391.964383561644,39653,0.910094027,8.676577469,0.669982446,15302,14010958.90410959
Etobicoke,Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West,Lotto Max,2012,464.07103825136613,4562.773224043716,39653,0.910094027,8.676577469,0.669982446,15302,35483606.55737705
Etobicoke,Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West,Lotto Max,2013,348.0493150684932,3254.095890410959,39653,0.910094027,8.676577469,0.669982446,15302,27515068.493150685
Etobicoke,Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West,Lotto Max,2014,349.9397260273973,3276.3972602739727,39653,0.910094027,8.676577469,0.669982446,15302,28005479.452054795
Etobicoke,Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West,Lotto Max,2015,449.94246575342464,4343.068493150685,39653,0.910094027,8.676577469,0.669982446,15302,40539726.02739726
Etobicoke,New Toronto / Mimico South / Humber Bay Shores,Lottario,2012,104.05464480874316,347.7950819672131,32076,-0.264151267,8.655161495,0.613093641,31921,448142.07650273223
Etobicoke,New Toronto / Mimico South / Humber Bay Shores,Lottario,2013,114.55616438356165,395.0164383561644,32076,-0.264151267,8.655161495,0.613093641,31921,486767.12328767125
Etobicoke,New Toronto / Mimico South / Humber Bay Shores,Lottario,2014,98.62739726027397,352.96712328767126,32076,-0.264151267,8.655161495,0.613093641,31921,386084.9315068493
Etobicoke,New Toronto / Mimico South / Humber Bay Shores,Lottario,2015,120.58904109589041,412.0931506849315,32076,-0.264151267,8.655161495,0.613093641,31921,494164.38356164383
Etobicoke,New Toronto / Mimico South / Humber Bay Shores,Lotto 649,2012,842.5191256830601,4125.311475409836,32076,-0.264151267,8.655161495,0.613093641,31921,10366120.218579235
Etobicoke,New Toronto / Mimico South / Humber Bay Shores,Lotto 649,2013,848.6931506849315,4522.871232876712,32076,-0.264151267,8.655161495,0.613093641,31921,10890410.95890411
Etobicoke,New Toronto / Mimico South / Humber Bay Shores,Lotto 649,2014,652.3726027397261,3945.7068493150687,32076,-0.264151267,8.655161495,0.613093641,31921,8641095.89041096
Etobicoke,New Toronto / Mimico South / Humber Bay Shores,Lotto 649,2015,736.2082191780822,4497.2054794520545,32076,-0.264151267,8.655161495,0.613093641,31921,14010958.90410959
Etobicoke,New Toronto / Mimico South / Humber Bay Shores,Lotto Max,2012,610.4617486338798,5380.8879781420765,32076,-0.264151267,8.655161495,0.613093641,31921,35483606.55737705
Etobicoke,New Toronto / Mimico South / Humber Bay Shores,Lotto Max,2013,464.41917808219176,3914.6301369863013,32076,-0.264151267,8.655161495,0.613093641,31921,27515068.493150685
Etobicoke,New Toronto / Mimico South / Humber Bay Shores,Lotto Max,2014,461.57260273972605,3849.027397260274,32076,-0.264151267,8.655161495,0.613093641,31921,28005479.452054795
Etobicoke,New Toronto / Mimico South / Humber Bay Shores,Lotto Max,2015,596.8657534246576,5133.054794520548,32076,-0.264151267,8.655161495,0.613093641,31921,40539726.02739726
Etobicoke,Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East,Lottario,2012,76.20218579234972,249.34426229508196,39565,0.8987125,9.222080245,0.645315904,19805,448142.07650273223
Etobicoke,Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East,Lottario,2013,85.73424657534247,296.26849315068495,39565,0.8987125,9.222080245,0.645315904,19805,486767.12328767125
Etobicoke,Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East,Lottario,2014,66.2904109589041,249.23287671232876,39565,0.8987125,9.222080245,0.645315904,19805,386084.9315068493
Etobicoke,Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East,Lottario,2015,72.0931506849315,273.24383561643833,39565,0.8987125,9.222080245,0.645315904,19805,494164.38356164383
Etobicoke,Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East,Lotto 649,2012,688.6939890710382,3761.185792349727,39565,0.8987125,9.222080245,0.645315904,19805,10366120.218579235
Etobicoke,Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East,Lotto 649,2013,688.4876712328767,4103.186301369863,39565,0.8987125,9.222080245,0.645315904,19805,10890410.95890411
Etobicoke,Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East,Lotto 649,2014,486.52876712328765,3336.7561643835616,39565,0.8987125,9.222080245,0.645315904,19805,8641095.89041096
Etobicoke,Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East,Lotto 649,2015,528.3260273972603,3624.8712328767124,39565,0.8987125,9.222080245,0.645315904,19805,14010958.90410959
Etobicoke,Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East,Lotto Max,2012,521.4863387978143,4828.524590163935,39565,0.8987125,9.222080245,0.645315904,19805,35483606.55737705
Etobicoke,Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East,Lotto Max,2013,401.586301369863,3554.821917808219,39565,0.8987125,9.222080245,0.645315904,19805,27515068.493150685
Etobicoke,Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East,Lotto Max,2014,368.9013698630137,3223.3424657534247,39565,0.8987125,9.222080245,0.645315904,19805,28005479.452054795
Etobicoke,Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East,Lotto Max,2015,443.53698630136984,4027.5890410958905,39565,0.8987125,9.222080245,0.645315904,19805,40539726.02739726
Etobicoke,South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens,Lottario,2012,200.60928961748633,631.3469945355191,21899,-3.891711184,6.02708559,0.366205306,55949,448142.07650273223
Etobicoke,South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens,Lottario,2013,225.9890410958904,701.6109589041096,21899,-3.891711184,6.02708559,0.366205306,55949,486767.12328767125
Etobicoke,South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens,Lottario,2014,208.0958904109589,603.586301369863,21899,-3.891711184,6.02708559,0.366205306,55949,386084.9315068493
Etobicoke,South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens,Lottario,2015,231.82191780821918,679.6493150684931,21899,-3.891711184,6.02708559,0.366205306,55949,494164.38356164383
Etobicoke,South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens,Lotto 649,2012,1573.7732240437158,7159.836065573771,21899,-3.891711184,6.02708559,0.366205306,55949,10366120.218579235
Etobicoke,South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens,Lotto 649,2013,1623.2356164383561,7898.739726027397,21899,-3.891711184,6.02708559,0.366205306,55949,10890410.95890411
Etobicoke,South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens,Lotto 649,2014,1273.4191780821918,7097.909589041096,21899,-3.891711184,6.02708559,0.366205306,55949,8641095.89041096
Etobicoke,South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens,Lotto 649,2015,1422.7780821917809,8055.567123287671,21899,-3.891711184,6.02708559,0.366205306,55949,14010958.90410959
Etobicoke,South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens,Lotto Max,2012,1125.1857923497269,9774.24863387978,21899,-3.891711184,6.02708559,0.366205306,55949,35483606.55737705
Etobicoke,South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens,Lotto Max,2013,877.7616438356164,7265.835616438356,21899,-3.891711184,6.02708559,0.366205306,55949,27515068.493150685
Etobicoke,South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens,Lotto Max,2014,885.4575342465754,7155.164383561644,21899,-3.891711184,6.02708559,0.366205306,55949,28005479.452054795
Etobicoke,South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens,Lotto Max,2015,1102.6520547945206,9041.506849315068,21899,-3.891711184,6.02708559,0.366205306,55949,40539726.02739726
Etobicoke,The Kingsway / Montgomery Road / Old Mill North,Lottario,2012,55.349726775956285,173.66120218579235,55569,4.379711354,12.44096728,0.763793103,10481,448142.07650273223
Etobicoke,The Kingsway / Montgomery Road / Old Mill North,Lottario,2013,66.13736263736264,213.0934065934066,55569,4.379711354,12.44096728,0.763793103,10481,487142.85714285716
Etobicoke,The Kingsway / Montgomery Road / Old Mill North,Lottario,2014,61.893150684931506,214.8,55569,4.379711354,12.44096728,0.763793103,10481,386084.9315068493
Etobicoke,The Kingsway / Montgomery Road / Old Mill North,Lottario,2015,69.44931506849315,240.03287671232877,55569,4.379711354,12.44096728,0.763793103,10481,494164.38356164383
Etobicoke,The Kingsway / Montgomery Road / Old Mill North,Lotto 649,2012,539.5300546448087,2432.2021857923496,55569,4.379711354,12.44096728,0.763793103,10481,10366120.218579235
Etobicoke,The Kingsway / Montgomery Road / Old Mill North,Lotto 649,2013,560.5095890410959,2778.6684931506848,55569,4.379711354,12.44096728,0.763793103,10481,10890410.95890411
Etobicoke,The Kingsway / Montgomery Road / Old Mill North,Lotto 649,2014,441.09589041095893,2531.745205479452,55569,4.379711354,12.44096728,0.763793103,10481,8641095.89041096
Etobicoke,The Kingsway / Montgomery Road / Old Mill North,Lotto 649,2015,473.3095890410959,2798.794520547945,55569,4.379711354,12.44096728,0.763793103,10481,14010958.90410959
Etobicoke,The Kingsway / Montgomery Road / Old Mill North,Lotto Max,2012,432.8688524590164,3758.6475409836066,55569,4.379711354,12.44096728,0.763793103,10481,35483606.55737705
Etobicoke,The Kingsway / Montgomery Road / Old Mill North,Lotto Max,2013,342.65479452054797,2836.6301369863013,55569,4.379711354,12.44096728,0.763793103,10481,27515068.493150685
Etobicoke,The Kingsway / Montgomery Road / Old Mill North,Lotto Max,2014,346.7698630136986,2862.2602739726026,55569,4.379711354,12.44096728,0.763793103,10481,28005479.452054795
Etobicoke,The Kingsway / Montgomery Road / Old Mill North,Lotto Max,2015,404.0054794520548,3481.3972602739727,55569,4.379711354,12.44096728,0.763793103,10481,40539726.02739726
Etobicoke,West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale,Lottario,2012,212.3551912568306,705.3196721311475,34879,0.380725094,8.977837027,0.649503722,30182,448142.07650273223
Etobicoke,West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale,Lottario,2013,233.4849315068493,767.1479452054795,34879,0.380725094,8.977837027,0.649503722,30182,486767.12328767125
Etobicoke,West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale,Lottario,2014,204.86027397260273,648.7534246575342,34879,0.380725094,8.977837027,0.649503722,30182,386084.9315068493
Etobicoke,West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale,Lottario,2015,237.54794520547946,766.0410958904109,34879,0.380725094,8.977837027,0.649503722,30182,494164.38356164383
Etobicoke,West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale,Lotto 649,2012,1572.0792349726776,7972.754098360656,34879,0.380725094,8.977837027,0.649503722,30182,10366120.218579235
Etobicoke,West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale,Lotto 649,2013,1594.6739726027397,8705.410958904109,34879,0.380725094,8.977837027,0.649503722,30182,10890410.95890411
Etobicoke,West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale,Lotto 649,2014,1250.2712328767122,8098.117808219178,34879,0.380725094,8.977837027,0.649503722,30182,8641095.89041096
Etobicoke,West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale,Lotto 649,2015,1402.2219178082191,9137.539726027397,34879,0.380725094,8.977837027,0.649503722,30182,14010958.90410959
Etobicoke,West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale,Lotto Max,2012,1188.4945355191257,10552.677595628415,34879,0.380725094,8.977837027,0.649503722,30182,35483606.55737705
Etobicoke,West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale,Lotto Max,2013,940.9671232876713,7941.739726027397,34879,0.380725094,8.977837027,0.649503722,30182,27515068.493150685
Etobicoke,West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale,Lotto Max,2014,947.8356164383562,7922.890410958904,34879,0.380725094,8.977837027,0.649503722,30182,28005479.452054795
Etobicoke,West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale,Lotto Max,2015,1174.0246575342467,10208.479452054795,34879,0.380725094,8.977837027,0.649503722,30182,40539726.02739726
Etobicoke,Westmount,Lottario,2012,92.34972677595628,341.9890710382514,28098,-1.36113696,7.32029703,0.575116159,20970,448142.07650273223
Etobicoke,Westmount,Lottario,2013,106.01369863013699,402.73972602739724,28098,-1.36113696,7.32029703,0.575116159,20970,486767.12328767125
Etobicoke,Westmount,Lottario,2014,90.94794520547946,324.33698630136985,28098,-1.36113696,7.32029703,0.575116159,20970,386084.9315068493
Etobicoke,Westmount,Lottario,2015,107.34794520547945,380.7890410958904,28098,-1.36113696,7.32029703,0.575116159,20970,494164.38356164383
Etobicoke,Westmount,Lotto 649,2012,641.6857923497267,3625.0765027322404,28098,-1.36113696,7.32029703,0.575116159,20970,10366120.218579235
Etobicoke,Westmount,Lotto 649,2013,656.8,3951.1287671232876,28098,-1.36113696,7.32029703,0.575116159,20970,10890410.95890411
Etobicoke,Westmount,Lotto 649,2014,522.572602739726,3664.027397260274,28098,-1.36113696,7.32029703,0.575116159,20970,8641095.89041096
Etobicoke,Westmount,Lotto 649,2015,597.6794520547945,4121.671232876713,28098,-1.36113696,7.32029703,0.575116159,20970,14010958.90410959
Etobicoke,Westmount,Lotto Max,2012,455.28142076502735,4095.532786885246,28098,-1.36113696,7.32029703,0.575116159,20970,35483606.55737705
Etobicoke,Westmount,Lotto Max,2013,373.8684931506849,3217.958904109589,28098,-1.36113696,7.32029703,0.575116159,20970,27515068.493150685
Etobicoke,Westmount,Lotto Max,2014,368.1205479452055,3192.328767123288,28098,-1.36113696,7.32029703,0.575116159,20970,28005479.452054795
Etobicoke,Westmount,Lotto Max,2015,464.24657534246575,4182.712328767123,28098,-1.36113696,7.32029703,0.575116159,20970,40539726.02739726
North York,Bathurst Manor / Wilson Heights / Downsview North,Lottario,2012,136.44262295081967,461.87158469945354,29368,-0.153300692,9.356453029,0.635250266,34535,448142.07650273223
North York,Bathurst Manor / Wilson Heights / Downsview North,Lottario,2013,162.74520547945207,552.5643835616438,29368,-0.153300692,9.356453029,0.635250266,34535,486767.12328767125
North York,Bathurst Manor / Wilson Heights / Downsview North,Lottario,2014,136.98356164383563,463.1890410958904,29368,-0.153300692,9.356453029,0.635250266,34535,386084.9315068493
North York,Bathurst Manor / Wilson Heights / Downsview North,Lottario,2015,155.4986301369863,496.68219178082194,29368,-0.153300692,9.356453029,0.635250266,34535,494164.38356164383
North York,Bathurst Manor / Wilson Heights / Downsview North,Lotto 649,2012,1273.860655737705,6239.55737704918,29368,-0.153300692,9.356453029,0.635250266,34535,10366120.218579235
North York,Bathurst Manor / Wilson Heights / Downsview North,Lotto 649,2013,1401.1835616438357,7250.594520547946,29368,-0.153300692,9.356453029,0.635250266,34535,10890410.95890411
North York,Bathurst Manor / Wilson Heights / Downsview North,Lotto 649,2014,1086.2246575342465,6479.358904109589,29368,-0.153300692,9.356453029,0.635250266,34535,8641095.89041096
North York,Bathurst Manor / Wilson Heights / Downsview North,Lotto 649,2015,1205.7205479452055,7355.54794520548,29368,-0.153300692,9.356453029,0.635250266,34535,14010958.90410959
North York,Bathurst Manor / Wilson Heights / Downsview North,Lotto Max,2012,940.5956284153006,8335.25956284153,29368,-0.153300692,9.356453029,0.635250266,34535,35483606.55737705
North York,Bathurst Manor / Wilson Heights / Downsview North,Lotto Max,2013,798.7835616438356,6699.931506849315,29368,-0.153300692,9.356453029,0.635250266,34535,27515068.493150685
North York,Bathurst Manor / Wilson Heights / Downsview North,Lotto Max,2014,796.6383561643836,6657.712328767123,29368,-0.153300692,9.356453029,0.635250266,34535,28005479.452054795
North York,Bathurst Manor / Wilson Heights / Downsview North,Lotto Max,2015,989.6794520547945,8519.630136986301,29368,-0.153300692,9.356453029,0.635250266,34535,40539726.02739726
North York,Bayview Village,Lottario,2012,78.3879781420765,264.8306010928962,32988,1.766912502,12.38307692,0.717805672,19897,448142.07650273223
North York,Bayview Village,Lottario,2013,94.08767123287672,302.4958904109589,32988,1.766912502,12.38307692,0.717805672,19897,486767.12328767125
North York,Bayview Village,Lottario,2014,75.52602739726028,240.85205479452054,32988,1.766912502,12.38307692,0.717805672,19897,386084.9315068493
North York,Bayview Village,Lottario,2015,87.75342465753425,307.9616438356164,32988,1.766912502,12.38307692,0.717805672,19897,494164.38356164383
North York,Bayview Village,Lotto 649,2012,753.24043715847,3753.431693989071,32988,1.766912502,12.38307692,0.717805672,19897,10366120.218579235
North York,Bayview Village,Lotto 649,2013,771.4931506849315,4150.441095890411,32988,1.766912502,12.38307692,0.717805672,19897,10890410.95890411
North York,Bayview Village,Lotto 649,2014,584.2164383561644,3596.8027397260275,32988,1.766912502,12.38307692,0.717805672,19897,8641095.89041096
North York,Bayview Village,Lotto 649,2015,669.5972602739726,4194.608219178082,32988,1.766912502,12.38307692,0.717805672,19897,14010958.90410959
North York,Bayview Village,Lotto Max,2012,606.6803278688525,5345.232240437159,32988,1.766912502,12.38307692,0.717805672,19897,35483606.55737705
North York,Bayview Village,Lotto Max,2013,479.2027397260274,4027.3561643835615,32988,1.766912502,12.38307692,0.717805672,19897,27515068.493150685
North York,Bayview Village,Lotto Max,2014,471.54794520547944,3874.5753424657532,32988,1.766912502,12.38307692,0.717805672,19897,28005479.452054795
North York,Bayview Village,Lotto Max,2015,592.9095890410958,5062.13698630137,32988,1.766912502,12.38307692,0.717805672,19897,40539726.02739726
North York,Bedford Park / Lawrence Manor East,Lottario,2012,26.095628415300546,86.23224043715847,49078,3.765862181,11.92908351,0.791803879,25852,448142.07650273223
North York,Bedford Park / Lawrence Manor East,Lottario,2013,29.892857142857142,103.23626373626374,49078,3.765862181,11.92908351,0.791803879,25852,487417.5824175824
North York,Bedford Park / Lawrence Manor East,Lottario,2014,25.931506849315067,92.9013698630137,49078,3.765862181,11.92908351,0.791803879,25852,386084.9315068493
North York,Bedford Park / Lawrence Manor East,Lottario,2015,28.632876712328766,103.2,49078,3.765862181,11.92908351,0.791803879,25852,494164.38356164383
North York,Bedford Park / Lawrence Manor East,Lotto 649,2012,296.62295081967216,1644.207650273224,49078,3.765862181,11.92908351,0.791803879,25852,10366120.218579235
North York,Bedford Park / Lawrence Manor East,Lotto 649,2013,311.1123287671233,1859.0958904109589,49078,3.765862181,11.92908351,0.791803879,25852,10890410.95890411
North York,Bedford Park / Lawrence Manor East,Lotto 649,2014,244.3095890410959,1680.8219178082193,49078,3.765862181,11.92908351,0.791803879,25852,8641095.89041096
North York,Bedford Park / Lawrence Manor East,Lotto 649,2015,274.67397260273975,1924.676712328767,49078,3.765862181,11.92908351,0.791803879,25852,14010958.90410959
North York,Bedford Park / Lawrence Manor East,Lotto Max,2012,252.12568306010928,2394.207650273224,49078,3.765862181,11.92908351,0.791803879,25852,35483606.55737705
North York,Bedford Park / Lawrence Manor East,Lotto Max,2013,199.34794520547945,1807.3150684931506,49078,3.765862181,11.92908351,0.791803879,25852,27515068.493150685
North York,Bedford Park / Lawrence Manor East,Lotto Max,2014,203.2082191780822,1804.5890410958905,49078,3.765862181,11.92908351,0.791803879,25852,28005479.452054795
North York,Bedford Park / Lawrence Manor East,Lotto Max,2015,256.44109589041096,2389.5479452054797,49078,3.765862181,11.92908351,0.791803879,25852,40539726.02739726
North York,Don MillsNorth,Lottario,2012,33.18032786885246,118.56830601092896,41415,2.882061482,12.14135338,0.766263238,13499,448142.07650273223
North York,Don MillsNorth,Lottario,2013,37.989041095890414,127.21095890410959,41415,2.882061482,12.14135338,0.766263238,13499,486767.12328767125
North York,Don MillsNorth,Lottario,2014,30.56986301369863,99.56164383561644,41415,2.882061482,12.14135338,0.766263238,13499,386084.9315068493
North York,Don MillsNorth,Lottario,2015,35.16986301369863,121.08219178082192,41415,2.882061482,12.14135338,0.766263238,13499,494164.38356164383
North York,Don MillsNorth,Lotto 649,2012,331.4344262295082,1861.5573770491803,41415,2.882061482,12.14135338,0.766263238,13499,10366120.218579235
North York,Don MillsNorth,Lotto 649,2013,367.4931506849315,2259.6657534246574,41415,2.882061482,12.14135338,0.766263238,13499,10890410.95890411
North York,Don MillsNorth,Lotto 649,2014,272.22739726027396,1890.2465753424658,41415,2.882061482,12.14135338,0.766263238,13499,8641095.89041096
North York,Don MillsNorth,Lotto 649,2015,313.9013698630137,2277.5753424657532,41415,2.882061482,12.14135338,0.766263238,13499,14010958.90410959
North York,Don MillsNorth,Lotto Max,2012,316.224043715847,3197.117486338798,41415,2.882061482,12.14135338,0.766263238,13499,35483606.55737705
North York,Don MillsNorth,Lotto Max,2013,257.25753424657535,2461.3424657534247,41415,2.882061482,12.14135338,0.766263238,13499,27515068.493150685
North York,Don MillsNorth,Lotto Max,2014,243.55890410958904,2277.1917808219177,41415,2.882061482,12.14135338,0.766263238,13499,28005479.452054795
North York,Don MillsNorth,Lotto Max,2015,308.54246575342466,3077.4931506849316,41415,2.882061482,12.14135338,0.766263238,13499,40539726.02739726
North York,Don MillsSouth,Lottario,2012,104.0464480874317,318.37158469945354,25671,-1.254732404,8.548136441,0.569250986,38289,448142.07650273223
North York,Don MillsSouth,Lottario,2013,120.28493150684932,366.2712328767123,25671,-1.254732404,8.548136441,0.569250986,38289,486767.12328767125
North York,Don MillsSouth,Lottario,2014,103.5013698630137,333.172602739726,25671,-1.254732404,8.548136441,0.569250986,38289,386084.9315068493
North York,Don MillsSouth,Lottario,2015,122.45205479452055,371.46301369863016,25671,-1.254732404,8.548136441,0.569250986,38289,494164.38356164383
