game,year,month_str,week,total_jp_size,total_jp_sales
Lotto 649,2013,September,Wednesday,7750000,1590.5833333333333
Lotto 649,2013,September,Thursday,11500000,557.2916666666666
Lotto 649,2013,September,Friday,11500000,920.2166666666667
Lotto 649,2013,September,Saturday,11500000,1515.9472222222223
Lotto 649,2013,September,Sunday,10400000,268.02222222222224
Lotto 649,2013,October,Monday,16837037.037037037,418.56018518518516
Lotto 649,2013,October,Tuesday,17600000,701.56
Lotto 649,2013,October,Wednesday,17600000,1834.4888888888888
Lotto 649,2013,October,Thursday,18800000,592.3711111111111
Lotto 649,2013,October,Friday,22250000,1109.2555555555555
Lotto 649,2013,October,Saturday,22250000,1752.4666666666667
Lotto 649,2013,October,Sunday,16750000,276.64444444444445
Lotto 649,2013,November,Monday,10000000,366.73055555555555
Lotto 649,2013,November,Tuesday,10000000,540.5027777777777
Lotto 649,2013,November,Wednesday,10000000,1432.5583333333334
Lotto 649,2013,November,Thursday,13500000,485.43055555555554
Lotto 649,2013,November,Friday,11800000,799.3022222222222
Lotto 649,2013,November,Saturday,11800000,1440.611111111111
Lotto 649,2013,November,Sunday,10000000,221.2138888888889
Lotto 649,2013,December,Monday,9000000,446.79777777777775
Lotto 649,2013,December,Tuesday,9000000,779.9466666666667
Lotto 649,2013,December,Wednesday,9996296.296296297,1239.8962962962962
Lotto 649,2013,December,Thursday,9000000,413.45
Lotto 649,2013,December,Friday,9000000,750.6694444444445
Lotto 649,2013,December,Saturday,9000000,1261.8361111111112
Lotto 649,2013,December,Sunday,8966666.666666666,199.97
Lotto 649,2014,January,Monday,6750000,331.3777777777778
Lotto 649,2014,January,Tuesday,6750000,436.64444444444445
Lotto 649,2014,January,Wednesday,6403888.888888889,1130.1772222222223
Lotto 649,2014,January,Thursday,6600000,394.5133333333333
Lotto 649,2014,January,Friday,6600000,684.4577777777778
Lotto 649,2014,January,Saturday,5500000,1186.4333333333334
Lotto 649,2014,January,Sunday,6750000,200.8
Lotto 649,2014,February,Monday,9723148.148148147,310.9194444444444
Lotto 649,2014,February,Tuesday,9750000,509.68611111111113
Lotto 649,2014,February,Wednesday,9750000,1294.7583333333334
Lotto 649,2014,February,Thursday,7500000,407.025
Lotto 649,2014,February,Friday,7500000,702.2666666666667
Lotto 649,2014,February,Saturday,9000000,1242.7
Lotto 649,2014,February,Sunday,9750000,205.15277777777777
Lotto 649,2014,March,Monday,8800000,366.88
Lotto 649,2014,March,Tuesday,8250000,526.4305555555555
Lotto 649,2014,March,Wednesday,8250000,1263.0111111111112
Lotto 649,2014,March,Thursday,10500000,440.38055555555553
Lotto 649,2014,March,Friday,10500000,813.7333333333333
Lotto 649,2014,March,Saturday,9400000,1284.0622222222223
Lotto 649,2014,March,Sunday,8800000,209.61111111111111
Lotto 649,2014,April,Monday,8250000,353.43611111111113
Lotto 649,2014,April,Tuesday,8800000,484.50666666666666
Lotto 649,2014,April,Wednesday,8800000,1334.86
Lotto 649,2014,April,Thursday,9500000,487.72222222222223
Lotto 649,2014,April,Friday,9500000,607.2666666666667
Lotto 649,2014,April,Saturday,9500000,1277.9027777777778
Lotto 649,2014,April,Sunday,8250000,205.09722222222223
Lotto 649,2014,May,Monday,7250000,308.65
Lotto 649,2014,May,Tuesday,7250000,485.93611111111113
Lotto 649,2014,May,Wednesday,7250000,1301.6333333333334
Lotto 649,2014,May,Thursday,6800000,410.43333333333334
Lotto 649,2014,May,Friday,6800000,669.9044444444445
Lotto 649,2014,May,Saturday,6800000,1152.66
Lotto 649,2014,May,Sunday,7250925.925925926,202.74074074074073
Lotto 649,2014,June,Monday,10400000,353.8622222222222
Lotto 649,2014,June,Tuesday,11750000,515.0333333333333
Lotto 649,2014,June,Wednesday,11750000,1357.6222222222223
Lotto 649,2014,June,Thursday,7750000,416.80555555555554
Lotto 649,2014,June,Friday,7750000,690.7416666666667
Lotto 649,2014,June,Saturday,7750000,1143.4
Lotto 649,2014,June,Sunday,10400000,212.98666666666668
Lotto 649,2014,July,Monday,7000000,333.1
Lotto 649,2014,July,Tuesday,6604444.444444444,393.28444444444443
Lotto 649,2014,July,Wednesday,6600000,1195.2377777777779
Lotto 649,2014,July,Thursday,9400000,436.71555555555557
Lotto 649,2014,July,Friday,8500000,668.3027777777778
Lotto 649,2014,July,Saturday,8500000,1115.3416666666667
Lotto 649,2014,July,Sunday,7000000,191.63055555555556
Lotto 649,2014,August,Monday,6000000,274.4527777777778
Lotto 649,2014,August,Tuesday,6000000,417.10833333333335
Lotto 649,2014,August,Wednesday,6000000,1145.5833333333333
Lotto 649,2014,August,Thursday,6250000,373.8333333333333
Lotto 649,2014,August,Friday,7600000,632.4533333333334
Lotto 649,2014,August,Saturday,7600000,1087.2177777777779
Lotto 649,2014,August,Sunday,5800000,182.70444444444445
Lotto 649,2014,September,Monday,7807777.777777778,295.19555555555553
Lotto 649,2014,September,Tuesday,7800000,453.29777777777775
Lotto 649,2014,September,Wednesday,6500000,1198.0972222222222
Lotto 649,2014,September,Thursday,6750000,379.71666666666664
Lotto 649,2014,September,Friday,6750000,630.9916666666667
Lotto 649,2014,September,Saturday,6750000,1125.1027777777779
Lotto 649,2014,September,Sunday,8500000,205.12777777777777
Lotto 649,2014,October,Monday,8500000,284.48055555555555
Lotto 649,2014,October,Tuesday,8500000,459.43055555555554
Lotto 649,2014,October,Wednesday,9400000,1324.8866666666668
Lotto 649,2014,October,Thursday,11000000,447.23555555555555
Lotto 649,2014,October,Friday,11000000,726.5311111111112
Lotto 649,2014,October,Saturday,10500000,1257.6027777777779
Lotto 649,2014,October,Sunday,8500000,207.61388888888888
Lotto 649,2014,November,Monday,11500000,354.1111111111111
Lotto 649,2014,November,Tuesday,11500000,487.475
Lotto 649,2014,November,Wednesday,11500000,1343.5111111111112
Lotto 649,2014,November,Thursday,14250000,447.9472222222222
Lotto 649,2014,November,Friday,14250000,756.45
Lotto 649,2014,November,Saturday,14000000,1330.1733333333334
Lotto 649,2014,November,Sunday,15200000,238.73555555555555
Lotto 649,2014,December,Monday,12000000,472.62666666666667
Lotto 649,2014,December,Tuesday,12000000,677.6977777777778
Lotto 649,2014,December,Wednesday,12000000,1685.2355555555555
Lotto 649,2014,December,Thursday,5977777.777777778,302.30648148148146
Lotto 649,2014,December,Friday,6000000,604.0083333333333
Lotto 649,2014,December,Saturday,6000000,1210.2194444444444
Lotto 649,2014,December,Sunday,7500000,244.51111111111112
Lotto 649,2015,January,Monday,15500000,397.2083333333333
Lotto 649,2015,January,Tuesday,15500000,549.8666666666667
Lotto 649,2015,January,Wednesday,15500000,1526.661111111111
Lotto 649,2015,January,Thursday,18403888.888888888,420.0511111111111
Lotto 649,2015,January,Friday,18400000,844.7777777777778
Lotto 649,2015,January,Saturday,18400000,1449.5977777777778
Lotto 649,2015,January,Sunday,15500000,250.84444444444443
Lotto 649,2015,February,Monday,6254629.62962963,251.94722222222222
Lotto 649,2015,February,Tuesday,6250000,494.64722222222224
Lotto 649,2015,February,Wednesday,6250000,1244.7166666666667
Lotto 649,2015,February,Thursday,7750000,408.3027777777778
Lotto 649,2015,February,Friday,7750000,727.3805555555556
Lotto 649,2015,February,Saturday,7750000,1185.3583333333333
Lotto 649,2015,February,Sunday,6254629.62962963,187.9925925925926
Lotto 649,2015,March,Monday,17200000,433.50666666666666
Lotto 649,2015,March,Tuesday,17200000,601.0933333333334
Lotto 649,2015,March,Wednesday,12750000,1463.8444444444444
Lotto 649,2015,March,Thursday,16250000,508.7138888888889
Lotto 649,2015,March,Friday,16250000,875.2416666666667
Lotto 649,2015,March,Saturday,16250000,1427.8555555555556
Lotto 649,2015,March,Sunday,17200000,253.31777777777776
Lotto 649,2015,April,Monday,10000000,363.50555555555553
Lotto 649,2015,April,Tuesday,10000000,515.2638888888889
Lotto 649,2015,April,Wednesday,15000000,1459.2866666666666
Lotto 649,2015,April,Thursday,11800000,497.44666666666666
Lotto 649,2015,April,Friday,9000000,625.9861111111111
Lotto 649,2015,April,Saturday,9000000,1243.55
Lotto 649,2015,April,Sunday,10000000,212.8972222222222
Lotto 649,2015,May,Monday,12500000,340.5861111111111
Lotto 649,2015,May,Tuesday,12500000,533.9583333333334
Lotto 649,2015,May,Wednesday,12500000,1449.4555555555555
Lotto 649,2015,May,Thursday,6750000,415.53055555555557
Lotto 649,2015,May,Friday,10000000,756.1955555555555
Lotto 649,2015,May,Saturday,10000000,1204.0266666666666
Lotto 649,2015,May,Sunday,11000000,214.54222222222222
Lotto 649,2015,June,Monday,10400000,364.0088888888889
Lotto 649,2015,June,Tuesday,10400000,530.2444444444444
Lotto 649,2015,June,Wednesday,9750000,1245.6722222222222
Lotto 649,2015,June,Thursday,9000000,408.75
Lotto 649,2015,June,Friday,9000000,681.6388888888889
Lotto 649,2015,June,Saturday,9000000,1120.0694444444443
Lotto 649,2015,June,Sunday,11750000,218.15277777777777
Lotto 649,2015,July,Monday,24750000,449.125
Lotto 649,2015,July,Tuesday,24750000,606.2916666666666
Lotto 649,2015,July,Wednesday,22400000,1590.5355555555557
Lotto 649,2015,July,Thursday,18800000,490.02
Lotto 649,2015,July,Friday,18800000,836.5422222222222
Lotto 649,2015,July,Saturday,20750000,1326.1722222222222
Lotto 649,2015,July,Sunday,24750000,257.11944444444447
Lotto 649,2015,August,Monday,8800000,295.3088888888889
Lotto 649,2015,August,Tuesday,9750000,464.93611111111113
Lotto 649,2015,August,Wednesday,9750000,1265.55
Lotto 649,2015,August,Thursday,10000000,410.0388888888889
Lotto 649,2015,August,Friday,10000000,677.1194444444444
Lotto 649,2015,August,Saturday,10200000,1144.0488888888888
Lotto 649,2015,August,Sunday,8800000,199.08
Lotto 649,2015,September,Monday,13782407.407407407,326.3212962962963
Lotto 649,2015,September,Tuesday,12000000,476.1066666666667
Lotto 649,2015,September,Wednesday,12000000,1334.4155555555556
Lotto 649,2015,September,Thursday,12000000,430.27777777777777
Lotto 649,2015,September,Friday,12000000,748.5361111111112
Lotto 649,2015,September,Saturday,12000000,1173.411111111111
Lotto 649,2015,September,Sunday,13750000,221.38333333333333
Lotto 649,2015,October,Monday,25250000,383.5805555555556
Lotto 649,2015,October,Tuesday,25250000,670.6055555555556
Lotto 649,2015,October,Wednesday,25250000,1783.0222222222221
Lotto 649,2015,October,Thursday,31600000,660.8644444444444
Lotto 649,2015,October,Friday,31600000,1314.7288888888888
Lotto 649,2015,October,Saturday,31600000,2021.5
Lotto 649,2015,October,Sunday,25250000,287.90833333333336
Lotto 649,2015,November,Monday,10400000,403.5711111111111
Lotto 649,2015,November,Tuesday,11750000,519.6583333333333
Lotto 649,2015,November,Wednesday,11750000,1434.9416666666666
Lotto 649,2015,November,Thursday,15000000,492.93055555555554
Lotto 649,2015,November,Friday,15000000,841.6
Lotto 649,2015,November,Saturday,15000000,1422.8416666666667
Lotto 649,2015,November,Sunday,10400000,228.71777777777777
Lotto 649,2015,December,Monday,10750000,392.34166666666664
Lotto 649,2015,December,Tuesday,9600000,555.4111111111112
Lotto 649,2015,December,Wednesday,9600000,1385.6377777777777
Lotto 649,2015,December,Thursday,12000000,614.7022222222222
Lotto 649,2015,December,Friday,10981481.481481481,629.1787037037037
Lotto 649,2015,December,Saturday,11000000,1215.7555555555555
Lotto 649,2015,December,Sunday,10750000,240.77777777777777
Lottario,2012,January,Monday,608994.4444444445,81.92666666666666
Lottario,2012,January,Tuesday,606688.8888888889,84.00888888888889
Lottario,2012,January,Wednesday,696527.7777777778,116.325
Lottario,2012,January,Thursday,699157.4074074074,90.76388888888889
Lottario,2012,January,Friday,697500,205.60833333333332
Lottario,2012,January,Saturday,697500,181.38055555555556
Lottario,2012,January,Sunday,609988.8888888889,50.74666666666667
Lottario,2012,February,Monday,250000,59.29074074074074
Lottario,2012,February,Tuesday,250000,69.81388888888888
Lottario,2012,February,Wednesday,250000,87.34
Lottario,2012,February,Thursday,250000,77.26388888888889
Lottario,2012,February,Friday,250000,155.63333333333333
Lottario,2012,February,Saturday,250000,138.35
Lottario,2012,February,Sunday,250000,42.705555555555556
Lottario,2012,March,Monday,347861.1111111111,66.77222222222223
Lottario,2012,March,Tuesday,347861.1111111111,69.21388888888889
Lottario,2012,March,Wednesday,347500,91.44166666666666
Lottario,2012,March,Thursday,328577.77777777775,75.68777777777778
Lottario,2012,March,Friday,328105.55555555556,166.62055555555557
Lottario,2012,March,Saturday,328000,144.43555555555557
Lottario,2012,March,Sunday,346629.6296296296,46.772222222222226
Lottario,2012,April,Monday,410633.3333333333,71.67
Lottario,2012,April,Tuesday,449694.44444444444,79.80833333333334
Lottario,2012,April,Wednesday,448231.48148148146,101.33888888888889
Lottario,2012,April,Thursday,447500,100.7611111111111
Lottario,2012,April,Friday,446972.22222222225,159.87037037037038
Lottario,2012,April,Saturday,447500,160.90555555555557
Lottario,2012,April,Sunday,408877.77777777775,45.60722222222222
Lottario,2012,May,Monday,264944.44444444444,54.29351851851852
Lottario,2012,May,Tuesday,262088.88888888888,69.29629629629629
Lottario,2012,May,Wednesday,262000,88.00888888888889
Lottario,2012,May,Thursday,262200,72.92
Lottario,2012,May,Friday,265000,159.20555555555555
Lottario,2012,May,Saturday,265000,135.63055555555556
Lottario,2012,May,Sunday,264666.6666666667,41.196296296296296
Lottario,2012,June,Monday,406500,70.51388888888889
Lottario,2012,June,Tuesday,405000,72.07777777777778
Lottario,2012,June,Wednesday,405000,93.32777777777778
Lottario,2012,June,Thursday,403722.22222222225,77.675
Lottario,2012,June,Friday,374000,165.82444444444445
Lottario,2012,June,Saturday,374000,141.93333333333334
Lottario,2012,June,Sunday,405666.6666666667,46.00925925925926
Lottario,2012,July,Monday,890694.4444444445,85.15555555555555
Lottario,2012,July,Tuesday,890388.8888888889,98.10888888888888
Lottario,2012,July,Wednesday,817500,119.53611111111111
Lottario,2012,July,Thursday,817500,101.94166666666666
Lottario,2012,July,Friday,817500,217.05277777777778
Lottario,2012,July,Saturday,817500,176.01944444444445
Lottario,2012,July,Sunday,890074.074074074,59.16444444444444
Lottario,2012,August,Monday,840388.8888888889,76.075
Lottario,2012,August,Tuesday,840000,94.11111111111111
Lottario,2012,August,Wednesday,909827.7777777778,128.68
Lottario,2012,August,Thursday,908000,105.75777777777778
Lottario,2012,August,Friday,906744.4444444445,220.64666666666668
Lottario,2012,August,Saturday,1072500,194.94444444444446
Lottario,2012,August,Sunday,839611.1111111111,56.986111111111114
Lottario,2012,September,Monday,255000,54.63611111111111
Lottario,2012,September,Tuesday,255018.5185185185,63.266666666666666
Lottario,2012,September,Wednesday,255000,92.31111111111112
Lottario,2012,September,Thursday,255000,71.48611111111111
Lottario,2012,September,Friday,255000,163.8388888888889
Lottario,2012,September,Saturday,254000,145.0222222222222
Lottario,2012,September,Sunday,254051.85185185185,43.85092592592593
Lottario,2012,October,Monday,258377.77777777778,56.54833333333333
Lottario,2012,October,Tuesday,257911.11111111112,63.05925925925926
Lottario,2012,October,Wednesday,258000,85.10222222222222
Lottario,2012,October,Thursday,250000,69.57037037037037
Lottario,2012,October,Friday,250000,155.44166666666666
Lottario,2012,October,Saturday,250000,136.29722222222222
Lottario,2012,October,Sunday,260481.4814814815,41.541666666666664
Lottario,2012,November,Monday,523583.3333333333,75.05555555555556
Lottario,2012,November,Tuesday,522694.44444444444,80.04444444444445
Lottario,2012,November,Wednesday,522500,105.08333333333333
Lottario,2012,November,Thursday,476000,83.81333333333333
Lottario,2012,November,Friday,476000,183.3022222222222
Lottario,2012,November,Saturday,427500,159.00833333333333
Lottario,2012,November,Sunday,523222.22222222225,53.11944444444445
Lottario,2012,December,Monday,250000,74.11277777777778
Lottario,2012,December,Tuesday,250000,53.382407407407406
Lottario,2012,December,Wednesday,250000,86.5111111111111
Lottario,2012,December,Thursday,250000,70.1787037037037
Lottario,2012,December,Friday,250000,157.43703703703704
Lottario,2012,December,Saturday,334000,146.49777777777777
Lottario,2012,December,Sunday,250000,45.44222222222222
Lottario,2013,January,Monday,257416.66666666666,60.516666666666666
Lottario,2013,January,Tuesday,255966.66666666666,55.745
Lottario,2013,January,Wednesday,256000,87.01333333333334
Lottario,2013,January,Thursday,256016.66666666666,68.57055555555556
Lottario,2013,January,Friday,257500,153.96666666666667
Lottario,2013,January,Saturday,257500,143.8
Lottario,2013,January,Sunday,257638.88888888888,43.394444444444446
Lottario,2013,February,Monday,339333.3333333333,61.608333333333334
Lottario,2013,February,Tuesday,340333.3333333333,77.9712962962963
Lottario,2013,February,Wednesday,340000,88.45277777777778
Lottario,2013,February,Thursday,340185.18518518517,80.35648148148148
Lottario,2013,February,Friday,290000,146.13055555555556
Lottario,2013,February,Saturday,290000,142.40277777777777
Lottario,2013,February,Sunday,340555.55555555556,46.25648148148148
Lottario,2013,March,Monday,752768.5185185185,94.86296296296297
Lottario,2013,March,Tuesday,752500,99.59722222222223
Lottario,2013,March,Wednesday,752768.5185185185,131.0851851851852
Lottario,2013,March,Thursday,752768.5185185185,125.57870370370371
Lottario,2013,March,Friday,692000,193.38
Lottario,2013,March,Saturday,692000,188.3488888888889
Lottario,2013,March,Sunday,832050,68.32055555555556
Lottario,2013,April,Monday,657127.7777777778,91.35444444444444
Lottario,2013,April,Tuesday,658144.4444444445,101.21333333333334
Lottario,2013,April,Wednesday,747500,137.95555555555555
Lottario,2013,April,Thursday,749342.5925925926,105.80185185185185
Lottario,2013,April,Friday,747500,240.80833333333334
Lottario,2013,April,Saturday,747500,220.59166666666667
Lottario,2013,April,Sunday,534444.4444444445,63.464814814814815
Lottario,2013,May,Monday,541037.0370370371,73.87962962962963
Lottario,2013,May,Tuesday,543101.8518518518,90.48425925925926
Lottario,2013,May,Wednesday,492000,117.63111111111111
Lottario,2013,May,Thursday,492000,96.12
Lottario,2013,May,Friday,492000,204.21333333333334
Lottario,2013,May,Saturday,437500,177.28055555555557
Lottario,2013,May,Sunday,542731.4814814815,58.82314814814815
Lottario,2013,June,Monday,597500,87.05277777777778
Lottario,2013,June,Tuesday,597500,94.475
Lottario,2013,June,Wednesday,598787.0370370371,120.07314814814815
Lottario,2013,June,Thursday,598787.0370370371,98.74259259259259
Lottario,2013,June,Friday,597500,218.69166666666666
Lottario,2013,June,Saturday,620000,193.80666666666667
Lottario,2013,June,Sunday,530616.6666666666,60.361111111111114
Lottario,2013,July,Monday,468461.1111111111,72.08925925925926
Lottario,2013,July,Tuesday,468327.77777777775,84.10833333333333
Lottario,2013,July,Wednesday,468000,108.95555555555555
Lottario,2013,July,Thursday,412500,88.28888888888889
Lottario,2013,July,Friday,412500,185.00555555555556
Lottario,2013,July,Saturday,413027.77777777775,169.60462962962964
Lottario,2013,July,Sunday,517500,56.91111111111111
Lottario,2013,August,Monday,1111000,102.59814814814816
Lottario,2013,August,Tuesday,1110000,124.075
Lottario,2013,August,Wednesday,1110000,156.5361111111111
Lottario,2013,August,Thursday,1026000,129.70444444444445
Lottario,2013,August,Friday,1026000,254.11111111111111
Lottario,2013,August,Saturday,1026000,225.26666666666668
Lottario,2013,August,Sunday,1110000,80.20833333333333
Lottario,2013,September,Monday,324205.55555555556,68.39333333333333
Lottario,2013,September,Tuesday,287750,77.20277777777778
Lottario,2013,September,Wednesday,287500,102.30277777777778
Lottario,2013,September,Thursday,287500,85.45224719101124
Lottario,2013,September,Friday,287500,182.5361111111111
Lottario,2013,September,Saturday,287500,162.46944444444443
Lottario,2013,September,Sunday,323716.6666666667,53.45
Lottario,2013,October,Monday,343333.3333333333,64.11759259259259
Lottario,2013,October,Tuesday,366000,83.49555555555555
Lottario,2013,October,Wednesday,366000,106.29555555555555
Lottario,2013,October,Thursday,366322.22222222225,84.7388888888889
Lottario,2013,October,Friday,395000,193.38611111111112
Lottario,2013,October,Saturday,395000,169.54722222222222
Lottario,2013,October,Sunday,340000,50.86666666666667
Lottario,2013,November,Monday,250000,62.61666666666667
Lottario,2013,November,Tuesday,250000,67.32407407407408
Lottario,2013,November,Wednesday,250000,87.23333333333333
Lottario,2013,November,Thursday,250000,73.38055555555556
Lottario,2013,November,Friday,250000,163.4088888888889
Lottario,2013,November,Saturday,250000,150.2577777777778
Lottario,2013,November,Sunday,250000,44.398148148148145
Lottario,2013,December,Monday,276433.3333333333,73.25555555555556
Lottario,2013,December,Tuesday,276072.22222222225,84.20666666666666
Lottario,2013,December,Wednesday,267500,78.14166666666667
Lottario,2013,December,Thursday,267564.81481481483,73.12314814814815
Lottario,2013,December,Friday,267500,164.84166666666667
Lottario,2013,December,Saturday,267500,142.2111111111111
Lottario,2013,December,Sunday,276864.81481481483,41.33425925925926
Lottario,2014,January,Monday,262500,62.39325842696629
Lottario,2014,January,Tuesday,262361.1111111111,59.74814814814815
Lottario,2014,January,Wednesday,271951.85185185185,77.58796296296296
Lottario,2014,January,Thursday,272061.1111111111,72.32833333333333
Lottario,2014,January,Friday,272061.1111111111,161.4922222222222
Lottario,2014,January,Saturday,265000,147.34444444444443
Lottario,2014,January,Sunday,262546.2962962963,44.11018518518519
Lottario,2014,February,Monday,432037.037037037,65.24907407407407
Lottario,2014,February,Tuesday,433175.9259259259,81.11851851851851
Lottario,2014,February,Wednesday,432500,96.40555555555555
Lottario,2014,February,Thursday,432657.4074074074,86.08055555555555
Lottario,2014,February,Friday,432500,185.4111111111111
Lottario,2014,February,Saturday,445000,164.41944444444445
Lottario,2014,February,Sunday,434009.25925925927,50.19722222222222
Lottario,2014,March,Monday,250000,63.574814814814815
Lottario,2014,March,Tuesday,250000,67.06759259259259
Lottario,2014,March,Wednesday,250000,73.48981481481482
Lottario,2014,March,Thursday,250000,70.725
Lottario,2014,March,Friday,250000,160.88888888888889
Lottario,2014,March,Saturday,250000,140.85333333333332
Lottario,2014,March,Sunday,250000,43.44833333333333
Lottario,2014,April,Monday,250000,63.02777777777778
Lottario,2014,April,Tuesday,250000,60.501481481481484
Lottario,2014,April,Wednesday,250000,84.49555555555555
Lottario,2014,April,Thursday,250000,81.1361111111111
Lottario,2014,April,Friday,250000,136.15925925925927
Lottario,2014,April,Saturday,250000,142.30555555555554
Lottario,2014,April,Sunday,250000,42.96388888888889
Lottario,2014,May,Monday,250000,52.49814814814815
Lottario,2014,May,Tuesday,250000,61.763888888888886
Lottario,2014,May,Wednesday,250000,82.14537037037037
Lottario,2014,May,Thursday,250000,70.47111111111111
Lottario,2014,May,Friday,250000,152.26166666666666
Lottario,2014,May,Saturday,250000,132.01111111111112
Lottario,2014,May,Sunday,250000,43.12314814814815
Lottario,2014,June,Monday,287800,59.32592592592593
Lottario,2014,June,Tuesday,298027.77777777775,60.916666666666664
Lottario,2014,June,Wednesday,297675.9259259259,80.52592592592593
Lottario,2014,June,Thursday,297194.44444444444,69.73240740740741
Lottario,2014,June,Friday,297500,151.90833333333333
Lottario,2014,June,Saturday,297500,131.70833333333334
Lottario,2014,June,Sunday,287800,43.54148148148148
Lottario,2014,July,Monday,250000,58.236111111111114
Lottario,2014,July,Tuesday,250000,52.32888888888889
Lottario,2014,July,Wednesday,250000,81.83333333333333
Lottario,2014,July,Thursday,250000,69.96055555555556
Lottario,2014,July,Friday,250000,147.74351851851853
Lottario,2014,July,Saturday,250000,126.65833333333333
Lottario,2014,July,Sunday,250000,41.80555555555556
Lottario,2014,August,Monday,413870.3703703704,55.78981481481482
Lottario,2014,August,Tuesday,412657.4074074074,64.91111111111111
Lottario,2014,August,Wednesday,412027.77777777775,86.26388888888889
Lottario,2014,August,Thursday,412972.22222222225,73.725
Lottario,2014,August,Friday,380000,155.32444444444445
Lottario,2014,August,Saturday,380000,136.13333333333333
Lottario,2014,August,Sunday,462288.8888888889,47.69722222222222
Lottario,2014,September,Monday,558077.7777777778,66.79
Lottario,2014,September,Tuesday,558855.5555555555,78.37611111111111
Lottario,2014,September,Wednesday,635000,106.12222222222222
Lottario,2014,September,Thursday,635000,91.025
Lottario,2014,September,Friday,635000,195.3527777777778
Lottario,2014,September,Saturday,635000,170.17777777777778
Lottario,2014,September,Sunday,531898.1481481482,55.13333333333333
Lottario,2014,October,Monday,390425.9259259259,61.18240740740741
Lottario,2014,October,Tuesday,390000,72.91944444444445
Lottario,2014,October,Wednesday,362283.3333333333,97.54333333333334
Lottario,2014,October,Thursday,362000,81.62
Lottario,2014,October,Friday,362000,173.98444444444445
Lottario,2014,October,Saturday,320000,154.36666666666667
Lottario,2014,October,Sunday,389981.48148148146,51.71666666666667
Lottario,2014,November,Monday,828250,91.32222222222222
Lottario,2014,November,Tuesday,828910.1851851852,89.46388888888889
Lottario,2014,November,Wednesday,828250,121.08611111111111
Lottario,2014,November,Thursday,828910.1851851852,102.36481481481482
Lottario,2014,November,Friday,828250,218.21666666666667
Lottario,2014,November,Saturday,768600,189.56
Lottario,2014,November,Sunday,902600,67.98666666666666
Lottario,2014,December,Monday,466000,87.24444444444444
Lottario,2014,December,Tuesday,466600,90.04
Lottario,2014,December,Wednesday,469544.44444444444,114.25333333333333
Lottario,2014,December,Thursday,493462.962962963,68.63055555555556
Lottario,2014,December,Friday,490851.85185185185,179.48888888888888
Lottario,2014,December,Saturday,490000,176.9638888888889
Lottario,2014,December,Sunday,282435.18518518517,53.85
Lottario,2015,January,Monday,488379.6296296296,75.78425925925926
Lottario,2015,January,Tuesday,486787.037037037,75.32222222222222
Lottario,2015,January,Wednesday,487500,100.56944444444444
Lottario,2015,January,Thursday,464514.81481481483,71.85351851851851
Lottario,2015,January,Friday,464000,179.70444444444445
Lottario,2015,January,Saturday,464000,164.48888888888888
Lottario,2015,January,Sunday,487601.85185185185,56.638888888888886
Lottario,2015,February,Monday,320203.7037037037,51.33518518518518
Lottario,2015,February,Tuesday,320000,79.92222222222222
Lottario,2015,February,Wednesday,320259.25925925927,97.84166666666667
Lottario,2015,February,Thursday,320703.7037037037,77.04907407407407
Lottario,2015,February,Friday,320000,172.43333333333334
Lottario,2015,February,Saturday,320000,151.36666666666667
Lottario,2015,February,Sunday,320203.7037037037,45.818518518518516
Lottario,2015,March,Monday,788000,92.25555555555556
Lottario,2015,March,Tuesday,788022.2222222222,93.18944444444445
Lottario,2015,March,Wednesday,722731.4814814815,111.52685185185184
Lottario,2015,March,Thursday,722500,96.10277777777777
Lottario,2015,March,Friday,722500,211.2888888888889
Lottario,2015,March,Saturday,722500,180.29722222222222
Lottario,2015,March,Sunday,787661.1111111111,67.34277777777778
Lottario,2015,April,Monday,290037.037037037,68.36296296296297
Lottario,2015,April,Tuesday,289555.55555555556,74.46111111111111
Lottario,2015,April,Wednesday,442533.3333333333,105.13222222222223
Lottario,2015,April,Thursday,442533.3333333333,99.24
Lottario,2015,April,Friday,457500,160.75555555555556
Lottario,2015,April,Saturday,457500,172.0388888888889
Lottario,2015,April,Sunday,290111.1111111111,49.7
Lottario,2015,May,Monday,398046.2962962963,62.83148148148148
Lottario,2015,May,Tuesday,396750,74.63703703703703
Lottario,2015,May,Wednesday,397500,101.45555555555555
Lottario,2015,May,Thursday,398046.2962962963,84.2
Lottario,2015,May,Friday,394000,178.74666666666667
Lottario,2015,May,Saturday,394000,153.8022222222222
Lottario,2015,May,Sunday,368316.6666666667,51.19833333333333
Lottario,2015,June,Monday,434000,75.06666666666666
Lottario,2015,June,Tuesday,434000,79.82888888888888
Lottario,2015,June,Wednesday,382500,95.81111111111112
Lottario,2015,June,Thursday,382500,81.625
Lottario,2015,June,Friday,382500,175.86666666666667
Lottario,2015,June,Saturday,382500,153.94166666666666
Lottario,2015,June,Sunday,480555.55555555556,54.43240740740741
Lottario,2015,July,Monday,267500,65.07777777777778
Lottario,2015,July,Tuesday,267305.55555555556,63.47222222222222
Lottario,2015,July,Wednesday,342255.55555555556,88.19277777777778
Lottario,2015,July,Thursday,341172.22222222225,78.45166666666667
Lottario,2015,July,Friday,342000,168.9777777777778
Lottario,2015,July,Saturday,347861.1111111111,141.3537037037037
Lottario,2015,July,Sunday,267305.55555555556,45.90648148148148
